1980-12-31 18:14 (Wednesday) | Place: City30 | go do nothing.
1903-12-08 13:39 (Tuesday) | Place: Saint Pyotrsburg | go do nothing.
2060-04-24 14:36 (Saturday) | Place: Tyumen | go do nothing.
2012-05-06 18:47 (Sunday) | Place: Kemerovo | go do nothing.
1974-04-20 14:29 (Saturday) | Place: City33 | go do nothing.
2079-07-17 13:46 (Monday) | Place: City31 | go do nothing.
2027-06-05 14:31 (Saturday) | Place: City8 | go do nothing.
2098-11-03 11:47 (Monday) | Place: Kaliningrad | go do nothing.
2020-08-18 11:35 (Tuesday) | Place: Chelyabinsk | go do nothing.
2063-10-31 09:51 (Wednesday) | Place: City23 | go do nothing.
2013-02-25 18:28 (Monday) | Place: Lipetsk | go do nothing.
2031-12-08 11:31 (Monday) | Place: City24 | go do nothing.
2043-01-12 17:00 (Monday) | Place: Kemerovo | go do nothing.
2087-03-27 13:25 (Thursday) | Place: Vladivostok | go do nothing.
2038-08-27 14:25 (Friday) | Place: Cheboksary | go do nothing.
2037-09-09 09:06 (Wednesday) | Place: City10 | go do nothing.
2053-09-11 13:36 (Thursday) | Place: Saint Pyotrsburg | go do nothing.
2031-05-18 12:25 (Sunday) | Place: City12 | go do nothing.
2000-10-31 09:16 (Tuesday) | Place: Saint Pyotrsburg | go do nothing.
1951-10-03 14:04 (Wednesday) | Place: City14 | go do nothing.
1921-06-01 11:46 (Wednesday) | Place: City31 | go do nothing.
2027-01-05 18:13 (Tuesday) | Place: Khabarovsk | go do nothing.
2010-01-18 18:26 (Monday) | Place: City17 | go do nothing.
2098-04-20 17:24 (Sunday) | Place: Volgograd | go do nothing.
2008-10-09 10:51 (Thursday) | Place: City16 | go do nothing.
1999-07-12 14:08 (Monday) | Place: Naberezhnye Chelny | go do nothing.
1957-12-20 18:24 (Friday) | Place: Perm | go do nothing.
2060-05-28 12:46 (Friday) | Place: Nizhny Novgorod | go do nothing.
2055-07-18 13:08 (Sunday) | Place: City26 | go do nothing.
2010-12-28 13:03 (Tuesday) | Place: Ulyanovsk | go do nothing.
2051-09-28 09:05 (Thursday) | Place: City9 | go do nothing.
2051-08-29 10:44 (Tuesday) | Place: City31 | go do nothing.
1931-05-28 17:37 (Thursday) | Place: City28 | go do nothing.
1919-07-10 08:36 (Thursday) | Place: City16 | go do nothing.
2044-02-02 17:13 (Tuesday) | Place: Cheboksary | go do nothing.
2002-07-23 16:49 (Tuesday) | Place: Volgograd | go do nothing.
2020-09-06 17:52 (Sunday) | Place: City23 | go do nothing.
2093-07-21 08:41 (Tuesday) | Place: Kemerovo | go do nothing.
1980-06-10 15:06 (Tuesday) | Place: City30 | go do nothing.
2099-08-14 13:20 (Friday) | Place: Makhachkala | go do nothing.
2002-12-07 12:57 (Saturday) | Place: City4 | go do nothing.
2018-09-16 13:26 (Sunday) | Place: City2 | go do nothing.
1911-05-12 14:58 (Friday) | Place: Penza | go do nothing.
1910-07-11 19:47 (Monday) | Place: City33 | go do nothing.
1980-02-09 17:44 (Saturday) | Place: City16 | go do nothing.
2020-02-21 12:05 (Friday) | Place: City8 | go do nothing.
2014-03-16 10:04 (Sunday) | Place: City8 | go do nothing.
1988-05-29 12:48 (Sunday) | Place: Tomsk | go do nothing.
1956-05-24 18:07 (Thursday) | Place: City2 | go do nothing.
2006-03-18 16:13 (Saturday) | Place: Volgograd | go do nothing.
2048-05-30 14:38 (Saturday) | Place: Lipetsk | go do nothing.
1950-04-06 18:12 (Thursday) | Place: City17 | go do nothing.
2051-08-30 11:24 (Wednesday) | Place: Yekaterinburg | go do nothing.
2005-02-22 17:10 (Tuesday) | Place: Ryazan | go do nothing.
2082-05-15 15:32 (Friday) | Place: Astrakhan | go do nothing.
1903-03-12 15:20 (Thursday) | Place: Perm | go do nothing.
2025-11-13 16:49 (Thursday) | Place: Penza | go do nothing.
1990-10-01 13:30 (Monday) | Place: Perm | go do nothing.
1940-03-19 14:45 (Tuesday) | Place: City33 | go do nothing.
1947-12-05 15:31 (Friday) | Place: City20 | go do nothing.
1977-09-15 15:12 (Thursday) | Place: City34 | go do nothing.
2076-02-08 13:53 (Saturday) | Place: City26 | go do nothing.
1996-09-18 12:23 (Wednesday) | Place: Astrakhan | go do nothing.
2084-03-11 10:02 (Saturday) | Place: City28 | go do nothing.
2015-05-13 15:05 (Wednesday) | Place: Lipetsk | go do nothing.
1990-09-19 19:43 (Wednesday) | Place: Vladivostok | go do nothing.
2007-09-16 16:11 (Sunday) | Place: City22 | go do nothing.
1997-04-26 19:39 (Saturday) | Place: Novosibirsk | go do nothing.
1939-03-10 15:28 (Friday) | Place: City26 | go do nothing.
2030-07-04 09:27 (Thursday) | Place: Irkutsk | go do nothing.
1990-12-07 12:54 (Friday) | Place: Vladivostok | go do nothing.
2092-08-19 18:54 (Tuesday) | Place: Penza | go do nothing.
2044-10-28 13:53 (Friday) | Place: Saint Pyotrsburg | go do nothing.
2094-06-01 14:08 (Tuesday) | Place: City7 | go do nothing.
2096-07-22 17:27 (Sunday) | Place: City2 | go do nothing.
1989-02-05 19:25 (Sunday) | Place: City5 | go do nothing.
2065-01-30 16:19 (Friday) | Place: City18 | go do nothing.
2033-06-05 11:43 (Sunday) | Place: Moscow | go do nothing.
1930-04-01 13:28 (Tuesday) | Place: Samara | go do nothing.
1920-06-14 15:31 (Monday) | Place: Saint Pyotrsburg | go do nothing.
1929-12-29 11:34 (Sunday) | Place: City34 | go do nothing.
1994-01-05 08:34 (Wednesday) | Place: City21 | go do nothing.
2037-01-16 14:49 (Friday) | Place: Ufa | go do nothing.
2086-11-15 18:09 (Friday) | Place: Barnaul | go do nothing.
2050-02-07 14:41 (Monday) | Place: City30 | go do nothing.
2095-07-25 11:02 (Monday) | Place: Cheboksary | go do nothing.
1905-12-30 16:39 (Saturday) | Place: Barnaul | go do nothing.
2034-07-02 15:16 (Sunday) | Place: Ryazan | go do nothing.
1918-02-26 12:57 (Tuesday) | Place: City34 | go do nothing.
1904-04-29 12:57 (Friday) | Place: City10 | go do nothing.
1929-10-28 14:43 (Monday) | Place: Volgograd | go do nothing.
1928-04-10 19:10 (Tuesday) | Place: City27 | go do nothing.
2038-12-22 18:18 (Wednesday) | Place: Moscow | go do nothing.
1960-01-19 13:45 (Tuesday) | Place: City23 | go do nothing.
1933-12-05 16:37 (Tuesday) | Place: Perm | go do nothing.
1989-07-03 11:42 (Monday) | Place: Barnaul | go do nothing.
2071-07-05 15:50 (Sunday) | Place: City5 | go do nothing.
1978-05-12 10:28 (Friday) | Place: City3 | go do nothing.
2072-03-02 13:42 (Wednesday) | Place: Irkutsk | go do nothing.
1983-09-25 13:12 (Sunday) | Place: City15 | go do nothing.
2016-04-08 13:58 (Friday) | Place: City29 | go do nothing.
1940-10-13 13:34 (Sunday) | Place: Kazan | go do nothing.
2083-03-29 18:01 (Monday) | Place: City13 | go do nothing.
2000-12-24 14:20 (Sunday) | Place: Vladivostok | go do nothing.
1937-10-13 15:43 (Wednesday) | Place: Vladivostok | go do nothing.
2037-06-10 09:04 (Wednesday) | Place: City29 | go do nothing.
1945-07-23 15:48 (Monday) | Place: Kemerovo | go do nothing.
2013-11-13 15:35 (Wednesday) | Place: City33 | go do nothing.
2088-11-09 16:14 (Tuesday) | Place: City16 | go do nothing.
1982-12-31 13:22 (Friday) | Place: City32 | go do nothing.
2085-09-01 16:15 (Saturday) | Place: Krasnoyarsk | go do nothing.
1983-02-27 13:00 (Sunday) | Place: City13 | go do nothing.
2094-11-02 13:36 (Tuesday) | Place: City4 | go do nothing.
1968-04-25 14:33 (Thursday) | Place: Khabarovsk | go do nothing.
2030-10-30 19:47 (Wednesday) | Place: Kaliningrad | go do nothing.
1985-09-24 17:08 (Tuesday) | Place: City15 | go do nothing.
2022-09-07 10:47 (Wednesday) | Place: City6 | go do nothing.
2046-05-08 16:11 (Tuesday) | Place: Vladivostok | go do nothing.
1992-05-29 13:35 (Friday) | Place: City16 | go do nothing.
1950-01-31 17:30 (Tuesday) | Place: Saint Pyotrsburg | go do nothing.
1910-04-03 15:28 (Sunday) | Place: Vladivostok | go do nothing.
2077-02-18 19:10 (Thursday) | Place: City2 | go do nothing.
1958-04-24 12:32 (Thursday) | Place: City1 | go do nothing.
2095-02-24 14:32 (Thursday) | Place: Samara | go do nothing.
1925-09-08 09:57 (Tuesday) | Place: City1 | go do nothing.
1978-03-17 11:24 (Friday) | Place: City1 | go do nothing.
2067-11-18 12:28 (Friday) | Place: Lipetsk | go do nothing.
2017-01-04 11:07 (Wednesday) | Place: Yekaterinburg | go do nothing.
2046-09-24 18:19 (Monday) | Place: Penza | go do nothing.
1901-03-16 14:13 (Saturday) | Place: Kaliningrad | go do nothing.
1914-09-30 14:55 (Wednesday) | Place: Vladivostok | go do nothing.
2014-08-21 16:36 (Thursday) | Place: Saint Pyotrsburg | go do nothing.
1980-07-06 16:36 (Sunday) | Place: Naberezhnye Chelny | go do nothing.
1916-08-05 14:10 (Saturday) | Place: City2 | go do nothing.
1961-07-08 12:45 (Saturday) | Place: Perm | go do nothing.
2074-07-04 19:07 (Wednesday) | Place: Izhevsk | go do nothing.
1928-09-10 08:36 (Monday) | Place: City14 | go do nothing.
2072-12-02 19:05 (Friday) | Place: Izhevsk | go do nothing.
1987-05-01 09:20 (Friday) | Place: Ulyanovsk | go do nothing.
2007-10-20 10:47 (Saturday) | Place: City27 | go do nothing.
2027-03-26 17:19 (Friday) | Place: Lipetsk | go do nothing.
1903-05-02 11:39 (Saturday) | Place: Tyumen | go do nothing.
2021-07-10 18:24 (Saturday) | Place: City26 | go do nothing.
1921-07-07 12:48 (Thursday) | Place: City9 | go do nothing.
1974-08-22 16:40 (Thursday) | Place: Astrakhan | go do nothing.
2049-07-02 15:41 (Friday) | Place: City15 | go do nothing.
1992-12-15 11:34 (Tuesday) | Place: Ufa | go do nothing.
1964-01-31 13:16 (Friday) | Place: City21 | go do nothing.
2042-01-06 08:39 (Monday) | Place: Tula | go do nothing.
2063-03-22 10:11 (Thursday) | Place: Kazan | go do nothing.
2018-11-27 19:46 (Tuesday) | Place: Yekaterinburg | go do nothing.
1963-05-18 10:41 (Saturday) | Place: Krasnoyarsk | go do nothing.
1967-11-11 13:02 (Saturday) | Place: City32 | go do nothing.
2079-11-06 18:00 (Monday) | Place: City32 | go do nothing.
2042-08-01 17:57 (Friday) | Place: Khabarovsk | go do nothing.
1944-06-10 16:56 (Saturday) | Place: Kirov | go do nothing.
1942-02-07 17:16 (Saturday) | Place: Perm | go do nothing.
1996-03-03 17:22 (Sunday) | Place: City31 | go do nothing.
2020-04-29 10:55 (Wednesday) | Place: Ulyanovsk | go do nothing.
2027-11-22 12:25 (Monday) | Place: Rostov-on-Don | go do nothing.
1984-11-28 16:03 (Wednesday) | Place: City5 | go do nothing.
1960-07-17 12:44 (Sunday) | Place: City9 | go do nothing.
2011-11-19 15:00 (Saturday) | Place: City13 | go do nothing.
1996-12-22 17:37 (Sunday) | Place: Chelyabinsk | go do nothing.
1933-05-06 18:32 (Saturday) | Place: City28 | go do nothing.
2037-05-15 15:59 (Friday) | Place: Saint Pyotrsburg | go do nothing.
1932-07-03 10:10 (Sunday) | Place: Tula | go do nothing.
2057-04-12 14:50 (Thursday) | Place: City23 | go do nothing.
1901-02-23 18:11 (Saturday) | Place: Voronezh | go do nothing.
2065-12-24 14:50 (Thursday) | Place: City16 | go do nothing.
2032-04-27 18:47 (Tuesday) | Place: City33 | go do nothing.
2056-09-25 11:04 (Monday) | Place: Saint Pyotrsburg | go do nothing.
2020-09-12 19:30 (Saturday) | Place: City34 | go do nothing.
2082-01-23 11:47 (Friday) | Place: Astrakhan | go do nothing.
1930-05-24 12:37 (Saturday) | Place: Lipetsk | go do nothing.
2067-09-02 17:56 (Friday) | Place: City29 | go do nothing.
1946-04-22 18:37 (Monday) | Place: Astrakhan | go do nothing.
1921-12-27 15:25 (Tuesday) | Place: City22 | go do nothing.
1916-03-14 18:31 (Tuesday) | Place: Tomsk | go do nothing.
2037-05-04 11:29 (Monday) | Place: City27 | go do nothing.
2033-12-20 13:53 (Tuesday) | Place: City16 | go do nothing.
2004-07-26 16:07 (Monday) | Place: City4 | go do nothing.
1970-01-02 14:43 (Friday) | Place: Rostov-on-Don | go do nothing.
1982-08-20 19:08 (Friday) | Place: City30 | go do nothing.
2067-11-12 18:26 (Saturday) | Place: Makhachkala | go do nothing.
2059-07-16 18:25 (Wednesday) | Place: City24 | go do nothing.
2023-11-06 09:07 (Monday) | Place: City34 | go do nothing.
2066-10-14 13:21 (Thursday) | Place: Novosibirsk | go do nothing.
2043-05-06 12:24 (Wednesday) | Place: Kemerovo | go do nothing.
1925-08-15 15:52 (Saturday) | Place: Vladivostok | go do nothing.
2024-06-06 14:44 (Thursday) | Place: City14 | go do nothing.
1917-07-04 14:49 (Wednesday) | Place: City4 | go do nothing.
1987-07-13 19:37 (Monday) | Place: City16 | go do nothing.
1965-05-14 13:16 (Friday) | Place: City13 | go do nothing.
1938-02-22 10:53 (Tuesday) | Place: Vladivostok | go do nothing.
1995-12-22 17:05 (Friday) | Place: City3 | go do nothing.
2068-03-14 18:12 (Wednesday) | Place: Tomsk | go do nothing.
2096-09-16 11:29 (Sunday) | Place: Volgograd | go do nothing.
2016-04-03 13:33 (Sunday) | Place: Orenburg | go do nothing.
1969-10-03 11:31 (Friday) | Place: City5 | go do nothing.
1999-02-18 15:29 (Thursday) | Place: City1 | go do nothing.
2099-07-30 13:07 (Thursday) | Place: Izhevsk | go do nothing.
2022-12-20 17:54 (Tuesday) | Place: Voronezh | go do nothing.
1926-07-18 10:14 (Sunday) | Place: Saratov | go do nothing.
2003-06-04 16:43 (Wednesday) | Place: City8 | go do nothing.
2070-11-19 10:48 (Wednesday) | Place: City25 | go do nothing.
2019-09-16 17:58 (Monday) | Place: Izhevsk | go do nothing.
2048-04-07 12:56 (Tuesday) | Place: City10 | go do nothing.
2053-04-08 10:49 (Tuesday) | Place: City8 | go do nothing.
1919-05-12 16:50 (Monday) | Place: Vladivostok | go do nothing.
2038-11-09 16:15 (Tuesday) | Place: City15 | go do nothing.
2037-07-02 17:18 (Thursday) | Place: Penza | go do nothing.
1937-09-05 18:18 (Sunday) | Place: City13 | go do nothing.
1950-04-01 10:45 (Saturday) | Place: City13 | go do nothing.
2089-04-09 13:14 (Saturday) | Place: Ryazan | go do nothing.
2013-10-27 17:07 (Sunday) | Place: Ulyanovsk | go do nothing.
1974-01-23 15:58 (Wednesday) | Place: City17 | go do nothing.
2062-05-23 13:58 (Tuesday) | Place: Samara | go do nothing.
2018-09-05 09:44 (Wednesday) | Place: City9 | go do nothing.
1993-01-10 16:49 (Sunday) | Place: City6 | go do nothing.
2061-12-27 12:59 (Tuesday) | Place: City33 | go do nothing.
1992-01-10 17:02 (Friday) | Place: Krasnodar | go do nothing.
2022-11-02 16:06 (Wednesday) | Place: City9 | go do nothing.
2044-09-15 15:13 (Thursday) | Place: Khabarovsk | go do nothing.
2066-09-13 08:30 (Monday) | Place: Kazan | go do nothing.
1944-09-26 14:21 (Tuesday) | Place: Chelyabinsk | go do nothing.
1973-05-05 14:28 (Saturday) | Place: Lipetsk | go do nothing.
1917-03-28 16:27 (Wednesday) | Place: City32 | go do nothing.
1983-08-01 09:08 (Monday) | Place: Khabarovsk | go do nothing.
2002-08-24 15:31 (Saturday) | Place: City20 | go do nothing.
1934-08-16 16:23 (Thursday) | Place: Penza | go do nothing.
2014-06-18 13:30 (Wednesday) | Place: Tomsk | go do nothing.
1951-04-22 13:47 (Sunday) | Place: Ufa | go do nothing.
2029-08-21 08:52 (Tuesday) | Place: Makhachkala | go do nothing.
1950-05-31 18:31 (Wednesday) | Place: Samara | go do nothing.
1988-08-30 19:48 (Tuesday) | Place: City11 | go do nothing.
2022-10-06 16:41 (Thursday) | Place: City23 | go do nothing.
1986-10-30 18:38 (Thursday) | Place: City21 | go do nothing.
2093-06-04 15:33 (Thursday) | Place: Nizhny Novgorod | go do nothing.
2012-01-21 08:43 (Saturday) | Place: Lipetsk | go do nothing.
1963-10-29 15:14 (Tuesday) | Place: City27 | go do nothing.
2063-01-08 09:14 (Monday) | Place: Saratov | go do nothing.
1918-02-19 10:59 (Tuesday) | Place: Novosibirsk | go do nothing.
2034-12-04 11:33 (Monday) | Place: City11 | go do nothing.
2016-05-20 09:54 (Friday) | Place: Perm | go do nothing.
1969-11-04 09:30 (Tuesday) | Place: Novosibirsk | go do nothing.
1925-07-04 16:11 (Saturday) | Place: City26 | go do nothing.
2063-10-18 12:16 (Thursday) | Place: Rostov-on-Don | go do nothing.
2048-07-11 18:20 (Saturday) | Place: City32 | go do nothing.
2098-09-03 19:24 (Wednesday) | Place: Ryazan | go do nothing.
1987-06-10 12:01 (Wednesday) | Place: Kirov | go do nothing.
1924-08-05 17:43 (Tuesday) | Place: City6 | go do nothing.
2007-03-06 14:16 (Tuesday) | Place: Voronezh | go do nothing.
1928-08-04 10:48 (Saturday) | Place: City2 | go do nothing.
2019-09-28 10:36 (Saturday) | Place: Nizhny Novgorod | go do nothing.
2025-09-04 09:11 (Thursday) | Place: Astrakhan | go do nothing.
1976-06-05 09:46 (Saturday) | Place: City34 | go do nothing.
2058-11-07 10:25 (Thursday) | Place: Naberezhnye Chelny | go do nothing.
1958-05-31 12:57 (Saturday) | Place: City4 | go do nothing.
1937-01-28 13:42 (Thursday) | Place: Volgograd | go do nothing.
2072-10-09 14:52 (Sunday) | Place: Barnaul | go do nothing.
1999-01-11 10:18 (Monday) | Place: City27 | go do nothing.
2001-12-19 10:16 (Wednesday) | Place: City17 | go do nothing.
1976-12-15 11:10 (Wednesday) | Place: Chelyabinsk | go do nothing.
1926-02-10 10:03 (Wednesday) | Place: Moscow | go do nothing.
2001-01-04 10:26 (Thursday) | Place: City15 | go do nothing.
1916-11-29 17:55 (Wednesday) | Place: City5 | go do nothing.
1909-12-25 09:40 (Saturday) | Place: City24 | go do nothing.
2003-07-15 11:02 (Tuesday) | Place: Chelyabinsk | go do nothing.
1996-12-26 18:38 (Thursday) | Place: Chelyabinsk | go do nothing.
1969-09-26 10:43 (Friday) | Place: City7 | go do nothing.
2081-01-27 18:50 (Monday) | Place: Penza | go do nothing.
2076-03-16 18:41 (Monday) | Place: City32 | go do nothing.
2062-07-06 17:26 (Thursday) | Place: City27 | go do nothing.
1970-10-11 19:24 (Sunday) | Place: City26 | go do nothing.
2037-11-09 13:12 (Monday) | Place: City15 | go do nothing.
2088-07-12 18:52 (Monday) | Place: City27 | go do nothing.
2099-01-22 11:02 (Thursday) | Place: Ulyanovsk | go do nothing.
1939-11-02 13:25 (Thursday) | Place: Irkutsk | go do nothing.
2099-10-25 13:48 (Sunday) | Place: City7 | go do nothing.
1979-06-18 16:06 (Monday) | Place: Nizhny Novgorod | go do nothing.
2087-02-18 15:39 (Tuesday) | Place: City3 | go do nothing.
1954-06-20 18:17 (Sunday) | Place: Volgograd | go do nothing.
2028-02-21 11:41 (Monday) | Place: Ulyanovsk | go do nothing.
2083-03-10 17:21 (Wednesday) | Place: City32 | go do nothing.
2076-04-24 10:00 (Friday) | Place: Vladivostok | go do nothing.
1931-08-20 10:21 (Thursday) | Place: Makhachkala | go do nothing.
1947-05-12 18:06 (Monday) | Place: Saint Pyotrsburg | go do nothing.
2094-07-29 17:39 (Thursday) | Place: City6 | go do nothing.
1949-01-24 18:51 (Monday) | Place: City29 | go do nothing.
2000-07-07 11:28 (Friday) | Place: Nizhny Novgorod | go do nothing.
2097-08-19 10:56 (Monday) | Place: Perm | go do nothing.
2058-10-03 16:42 (Thursday) | Place: City2 | go do nothing.
2047-09-10 12:10 (Tuesday) | Place: Lipetsk | go do nothing.
2033-11-04 19:40 (Friday) | Place: Ryazan | go do nothing.
2043-01-15 12:30 (Thursday) | Place: Naberezhnye Chelny | go do nothing.
1965-10-04 14:37 (Monday) | Place: City25 | go do nothing.
1997-12-03 14:59 (Wednesday) | Place: Krasnodar | go do nothing.
1923-05-09 18:10 (Wednesday) | Place: City24 | go do nothing.
2000-02-22 19:29 (Tuesday) | Place: Penza | go do nothing.
2045-06-11 12:59 (Sunday) | Place: Naberezhnye Chelny | go do nothing.
2089-01-24 18:45 (Monday) | Place: Moscow | go do nothing.
2064-10-21 10:13 (Tuesday) | Place: Penza | go do nothing.
2066-09-05 14:38 (Sunday) | Place: City21 | go do nothing.
1922-07-02 14:58 (Sunday) | Place: City12 | go do nothing.
1929-05-04 11:31 (Saturday) | Place: City14 | go do nothing.
2018-09-11 17:04 (Tuesday) | Place: Voronezh | go do nothing.
1999-07-18 08:32 (Sunday) | Place: Saint Pyotrsburg | go do nothing.
2058-03-30 13:49 (Saturday) | Place: City5 | go do nothing.
2056-12-12 16:55 (Tuesday) | Place: Tomsk | go do nothing.
2089-10-12 09:07 (Wednesday) | Place: Izhevsk | go do nothing.
1919-06-07 17:45 (Saturday) | Place: Omsk | go do nothing.
2012-02-05 11:57 (Sunday) | Place: City20 | go do nothing.
2065-12-15 17:53 (Tuesday) | Place: City5 | go do nothing.
2039-01-19 12:57 (Wednesday) | Place: Khabarovsk | go do nothing.
2057-05-27 09:27 (Sunday) | Place: Kirov | go do nothing.
2048-06-03 15:31 (Wednesday) | Place: Krasnodar | go do nothing.
1942-05-02 10:59 (Saturday) | Place: City5 | go do nothing.
2067-09-16 17:59 (Friday) | Place: Barnaul | go do nothing.
1971-10-17 14:57 (Sunday) | Place: City3 | go do nothing.
1966-03-20 13:06 (Sunday) | Place: Vladivostok | go do nothing.
1977-10-12 16:52 (Wednesday) | Place: Barnaul | go do nothing.
2028-02-05 12:06 (Saturday) | Place: Barnaul | go do nothing.
1996-02-09 09:16 (Friday) | Place: City2 | go do nothing.
2045-09-17 18:57 (Sunday) | Place: City7 | go do nothing.
2044-01-31 16:52 (Sunday) | Place: Vladivostok | go do nothing.
2070-11-01 15:54 (Saturday) | Place: Saratov | go do nothing.
2031-02-25 14:20 (Tuesday) | Place: City22 | go do nothing.
2023-01-28 11:29 (Saturday) | Place: Ufa | go do nothing.
2082-12-19 12:42 (Saturday) | Place: City18 | go do nothing.
2023-08-20 18:34 (Sunday) | Place: Tomsk | go do nothing.
2046-11-05 15:00 (Monday) | Place: Kemerovo | go do nothing.
1938-12-28 18:05 (Wednesday) | Place: City28 | go do nothing.
1985-04-05 12:06 (Friday) | Place: City16 | go do nothing.
1990-12-13 12:17 (Thursday) | Place: City9 | go do nothing.
1920-11-20 13:23 (Saturday) | Place: Novosibirsk | go do nothing.
1914-12-19 12:36 (Saturday) | Place: Astrakhan | go do nothing.
1983-07-31 18:15 (Sunday) | Place: City24 | go do nothing.
